Title,Date,Category,Link
Former Southeastern Connecticut Counselor Sentenced for Health Care Fraud and Kickback Offenses,2024-07-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-southeastern-connecticut-counselor-sentenced-for-health-care-fraud-and-kickback-offenses/
AG Nessel Charges Detroit Woman With Medicaid Fraud,2024-07-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-nessel-charges-detroit-woman-with-medicaid-fraud/
"OnePeak Southern Oregon Agreed to Pay $29,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-07-10,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/onepeak-southern-oregon-agreed-to-pay-29000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
The Grand Health Care System And 12 Affiliated Skilled Nursing Facilities To Pay $21.3M For Allegedly Providing And Billing For Fraudulent Rehabilitation Therapy Services,2024-07-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/the-grand-health-care-system-and-12-affiliated-skilled-nursing-facilities-to-pay-213m-for-allegedly-providing-and-billing-for-fraudulent-rehabilitation-therapy-services/
Rite Aid Corporation And Elixir Insurance Company Agree To Pay $101M To Resolve Allegations Of Falsely Reporting Rebates,2024-07-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rite-aid-corporation-and-elixir-insurance-company-agree-to-pay-101m-to-resolve-allegations-of-falsely-reporting-rebates/
Rite Aid Corporation And Affiliates Agree To Settle False Claims Act And Controlled Substance Act Allegations Related To Opioid Dispensing,2024-07-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rite-aid-corporation-and-affiliates-agree-to-settle-false-claims-act-and-controlled-substance-act-allegations-related-to-opioid-dispensing/
Pharmacy Owner And Associate Sentenced For Health Care Fraud And Black Market Prescription Drug Diversion Scheme,2024-07-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-and-associate-sentenced-for-health-care-fraud-and-black-market-prescription-drug-diversion-scheme/
Trussville Man Sentenced In Multi-Million-Dollar Health Care Fraud Case,2024-07-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/trussville-man-sentenced-in-multi-million-dollar-health-care-fraud-case/
Pacific Toxicology Laboratories Agrees To Pay $1 Million To Resolve Allegations Of Fraudulent Billing,2024-07-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pacific-toxicology-laboratories-agrees-to-pay-1-million-to-resolve-allegations-of-fraudulent-billing/
Kevin Michael Brown Agreed to Be Excluded for Five Years for Allegedly Submitting False Claims for Neuro-Stimulators,2024-07-10,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/kevin-michael-brown-agreed-to-be-excluded-for-five-years-for-allegedly-submitting-false-claims-for-neuro-stimulators/
AG Moody’s Medicaid Fraud Control Unit Secures Half A Million Dollars For Florida Medicaid Program,2024-07-11,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-moodys-medicaid-fraud-control-unit-secures-half-a-million-dollars-for-florida-medicaid-program/
Three Clermont Labs Agree To Pay $2.45 Million To Settle False Claims Act Liability For Manipulating Diagnosis Codes,2024-07-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-clermont-labs-agree-to-pay-245-million-to-settle-false-claims-act-liability-for-manipulating-diagnosis-codes/
Former Georgia Insurance Commissioner Sentenced To Prison,2024-07-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-georgia-insurance-commissioner-sentenced-to-prison/
Former Chief Financial Officer Of Chicago Hospital Among Three Defendants Charged In Alleged $15 Million Embezzlement Scheme,2024-07-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-chief-financial-officer-of-chicago-hospital-among-three-defendants-charged-in-alleged-15-million-embezzlement-scheme/
"University of Maryland Medical Center Agreed to Pay $34,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-07-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/university-of-maryland-medical-center-agreed-to-pay-34000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Attorney General Josh Stein Announces $2.45 Million Health Care Fraud Settlement,2024-07-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-245-million-health-care-fraud-settlement/
Pharmaceutical Marketer Sentenced For Compounded Medications Fraud Scheme,2024-07-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmaceutical-marketer-sentenced-for-compounded-medications-fraud-scheme/
"Caregivers Indicted, Charged With Neglect Of Vulnerable Adult",2024-07-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/caregivers-indicted-charged-with-neglect-of-vulnerable-adult/
"Cooperating Cancer Testing Company Agrees To Pay Over $900,000 To Resolve Allegations Of False Claims For Lab Tests",2024-07-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cooperating-cancer-testing-company-agrees-to-pay-over-900000-to-resolve-allegations-of-false-claims-for-lab-tests/
Kindred And Related Entities Agree To Pay $19.428M To Settle Federal And State False Claims Act Lawsuits Alleging Ineligible Claims For Hospice Patients,2024-07-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kindred-and-related-entities-agree-to-pay-19428m-to-settle-federal-and-state-false-claims-act-lawsuits-alleging-ineligible-claims-for-hospice-patients/
Area Pharmacy Agrees to Resolve Civil Allegations of Improper Dispensing of Controlled Substances,2024-07-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/area-pharmacy-agrees-to-resolve-civil-allegations-of-improper-dispensing-of-controlled-substances/
Florida Man Charged With Six Felonies For Mail-Order Pharmacy And Healthcare Kickback Scheme,2024-07-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-charged-with-six-felonies-for-mail-order-pharmacy-and-healthcare-kickback-scheme/
DaVita To Pay Over $34M To Resolve Allegations Of Illegal Kickbacks,2024-07-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/davita-to-pay-over-34m-to-resolve-allegations-of-illegal-kickbacks/
Kindred And Related Entities Agree To Pay $19.428M To Settle Federal And State False Claims Act Lawsuits Alleging Ineligible Claims For Hospice Patients,2024-07-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kindred-and-related-entities-agree-to-pay-19428m-to-settle-federal-and-state-false-claims-act-lawsuits-alleging-ineligible-claims-for-hospice-patients-01/
Addiction Treatment Chain Owner & Company Plead Guilty To Health Care Fraud Conspiracy,2024-07-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/addiction-treatment-chain-owner-company-plead-guilty-to-health-care-fraud-conspiracy/
Whitefish Doctor Admits Defrauding Medicare And Other Federal Health Programs,2024-07-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/whitefish-doctor-admits-defrauding-medicare-and-other-federal-health-programs/
Danbury Non-Profit Settles Allegations It Enrolled Children Of Employees Who Falsely Claimed To Be Homeless Into Its Head Start Programs,2024-07-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/danbury-non-profit-settles-allegations-it-enrolled-children-of-employees-who-falsely-claimed-to-be-homeless-into-its-head-start-programs/
"Dr. Timothy Niewold Agreed to Pay $160,000 for Allegedly Violating the Civil Monetary Penalties Law by Making False Statements in HHS Grant Applications",2024-07-18,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/dr-timothy-niewold-agreed-to-pay-160000-for-allegedly-violating-the-civil-monetary-penalties-law-by-making-false-statements-in-hhs-grant-applications/
Ohio Medical Doctor Sentenced To Prison For Health Care Fraud Scheme,2024-07-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ohio-medical-doctor-sentenced-to-prison-for-health-care-fraud-scheme/
Pain Management Physician And Former Member Of Kentucky’s Medical Board Convicted Of Unlawfully Prescribing Opioids,2024-07-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/pain-management-physician-and-former-member-of-kentuckys-medical-board-convicted-of-unlawfully-prescribing-opioids-01/
Attorney General Coleman Announces Indictments For Exploitation Of Vulnerable Adult In Ohio County,2024-07-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-coleman-announces-indictments-for-exploitation-of-vulnerable-adult-in-ohio-county/
Pain Management Physician And Former Member Of Kentucky’s Medical Board Convicted Of Unlawfully Prescribing Opioids,2024-07-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pain-management-physician-and-former-member-of-kentuckys-medical-board-convicted-of-unlawfully-prescribing-opioids/
Attorney General Bonta Secures Sentencing of Southern California Dentist for Medi-Cal Fraud,2024-07-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-secures-sentencing-of-southern-california-dentist-for-medi-cal-fraud/
Owner Of Home Health Care Company Convicted Of Multimillion Dollar Heath Care Fraud Scheme,2024-07-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-home-health-care-company-convicted-of-multimillion-dollar-heath-care-fraud-scheme/
Topeka Man Charged With Embezzlement,2024-07-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/topeka-man-charged-with-embezzlement/
"Two Individuals Indicted For Stealing More Than $150,000 From MassHealth Program",2024-07-23,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-individuals-indicted-for-stealing-more-than-150000-from-masshealth-program/
Doctor Convicted For Illegally Distributing Over 1.8M Doses Of Opioids And $5M Health Care Fraud Scheme,2024-07-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-for-illegally-distributing-over-18m-doses-of-opioids-and-5m-health-care-fraud-scheme/
"Riverside County Chiropractor Agrees To Pay $180,00 To Resolve Allegations Of Health Care Fraud",2024-07-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/riverside-county-chiropractor-agrees-to-pay-18000-to-resolve-allegations-of-health-care-fraud/
"Carolina Medical Associates Agreed to Pay $27,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Individual Revoked by Medicare",2024-07-23,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/carolina-medical-associates-agreed-to-pay-27000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-individual-revoked-by-medicare/
Admera Health Agrees To Pay Over $5M To Settle False Claims Act Allegations Of Kickbacks To Third Party Marketers,2024-07-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/admera-health-agrees-to-pay-over-5m-to-settle-false-claims-act-allegations-of-kickbacks-to-third-party-marketers/
Mental Health Services Providers Pay Over A Million To Settle False Claims Liability,2024-07-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mental-health-services-providers-pay-over-a-million-to-settle-false-claims-liability/
Sisseton Woman Pleads Guilty To Embezzlement And Theft From An Indian Tribal Organization,2024-07-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sisseton-woman-pleads-guilty-to-embezzlement-and-theft-from-an-indian-tribal-organization/
Santa Paula Doctor Pleads Guilty To Health Care Fraud For Role In Hospice Scam That Bilked Medicare Out Of $3.2 Million,2024-07-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/santa-paula-doctor-pleads-guilty-to-health-care-fraud-for-role-in-hospice-scam-that-bilked-medicare-out-of-32-million/
Precision Lens Agrees To Pay $12 Million To The United States For Kickbacks To Doctors In Violation Of The False Claims Act,2024-07-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/precision-lens-agrees-to-pay-12-million-to-the-united-states-for-kickbacks-to-doctors-in-violation-of-the-false-claims-act/
United States Obtains $26M In False Claims Act Judgments Against Laboratory Companies And Their Owner,2024-07-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-obtains-26m-in-false-claims-act-judgments-against-laboratory-companies-and-their-owner/
"Substance Use Disorder Treatment Clinics To Pay More Than $850,000 To Resolve Allegations They Knowingly Overbilled Medicaid For Office Visits",2024-07-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/substance-use-disorder-treatment-clinics-to-pay-more-than-850000-to-resolve-allegations-they-knowingly-overbilled-medicaid-for-office-visits/
United States Files False Claims Act Complaint Against Erlanger Health System,2024-07-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-false-claims-act-complaint-against-erlanger-health-system/
Slidell Woman Sentenced To Year And A Day In Prison And Ordered To Repay The Government Over $1.2 Million In Restitution For Pandemic-Related Healthcare Fraud,2024-07-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/slidell-woman-sentenced-to-year-and-a-day-in-prison-and-ordered-to-repay-the-government-over-12-million-in-restitution-for-pandemic-related-healthcare-fraud/
"Eye Practice and Its Physician Owner Agree to Pay More Than $460,000 to Resolve Allegations of False Claims and Receiving Illegal Kickbacks",2024-07-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eye-practice-and-its-physician-owner-agree-to-pay-more-than-460000-to-resolve-allegations-of-false-claims-and-receiving-illegal-kickbacks/
Attorney General Ken Paxton’s Medicaid Fraud Control Unit Helps Secure 60-Month Prison Sentence And Nearly $5 Million In Restitution For Health Care Fraudster,2024-07-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ken-paxtons-medicaid-fraud-control-unit-helps-secure-60-month-prison-sentence-and-nearly-5-million-in-restitution-for-health-care-fraudster/
Owner Of Michigan-Based Learning Center Pleads Guilty To Medicaid Fraud,2024-07-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/owner-of-michigan-based-learning-center-pleads-guilty-to-medicaid-fraud/
"Attorney General Phil Weiser Secures $455,381 In Sale Proceeds From Home Illegally Purchased By Suspect Wanted For Medicaid Fraud",2024-07-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-phil-weiser-secures-455381-in-sale-proceeds-from-home-illegally-purchased-by-suspect-wanted-for-medicaid-fraud/
Convicted Health Care Fraud Defendant Sentenced To An Additional Six-Month Sentence For Failing To Report To Prison As Directed,2024-07-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/convicted-health-care-fraud-defendant-sentenced-to-an-additional-six-month-sentence-for-failing-to-report-to-prison-as-directed/
Gloucester County Man Sentenced To 42 Months In Prison For Healthcare Fraud,2024-07-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/gloucester-county-man-sentenced-to-42-months-in-prison-for-healthcare-fraud/
"Attorney General Alan Wilson Announces Eastover Man Charged With Stealing More Than $200,000 From Vulnerable Adult",2024-07-31,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-eastover-man-charged-with-stealing-more-than-200000-from-vulnerable-adult/
Arlington Man Convicted For Illegally Obtaining Healthcare Records And Trying To Cover Up His Crimes,2024-07-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/arlington-man-convicted-for-illegally-obtaining-healthcare-records-and-trying-to-cover-up-his-crimes/
"Avantor, Inc. Agrees To Pay $5.325 Million To Resolve Allegations Of False Claims For Overcharging Federal Agencies And Allegations Of DEA Violations And Lack Of Compliance As To Listed Chemicals",2024-07-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/avantor-inc-agrees-to-pay-5325-million-to-resolve-allegations-of-false-claims-for-overcharging-federal-agencies-and-allegations-of-dea-violations-and-lack-of-compliance-as-to-listed-chemicals/
New Orleans Man Pled Guilty To Federal Charge Of Conspiracy To Commit Health Care Fraud,2024-08-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-orleans-man-pled-guilty-to-federal-charge-of-conspiracy-to-commit-health-care-fraud/
Doctor And Her Granddaughter Sentenced To Prison For Unlawful Distribution Of Opioids,2024-08-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-and-her-granddaughter-sentenced-to-prison-for-unlawful-distribution-of-opioids/
Mt. Juliet Woman Sentenced For Long-Running Theft From Federal Health Care And Disability Programs,2024-08-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mt-juliet-woman-sentenced-for-long-running-theft-from-federal-health-care-and-disability-programs/
Colorado Joins Lawsuit Against Regeneron Over Alleged Fraudulent Drug Price Reporting For Eye Medication,2024-08-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/colorado-joins-lawsuit-against-regeneron-over-alleged-fraudulent-drug-price-reporting-for-eye-medication/
AG Nessel Files Lawsuit Against Regeneron Alleging Fraudulent Drug Price Reporting For Eye Medication,2024-08-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-nessel-files-lawsuit-against-regeneron-alleging-fraudulent-drug-price-reporting-for-eye-medication/
Peak Physical Therapy Agreed to Pay $1.8 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services by Unenrolled or Uncredentialed Providers and for Services Not Provided as Claimed,2024-08-01,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/peak-physical-therapy-agreed-to-pay-18-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-by-unenrolled-or-uncredentialed-providers-and-for-services-not-provided-as-claimed/
"Attorney General Tong Announces $186,731 False Claims Act Judgment Against Newtown Therapist",2024-08-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-tong-announces-186731-false-claims-act-judgment-against-newtown-therapist/
Federal Court Permanently Prohibits Ohio Physician From Prescribing Opioids And Imposes $4.7M Judgment For Alleged Unlawful Opioid Distribution,2024-08-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-court-permanently-prohibits-ohio-physician-from-prescribing-opioids-and-imposes-47m-judgment-for-alleged-unlawful-opioid-distribution/
Six Indicted In Scheme To Defraud D.C. Medicaid Program,2024-08-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/six-indicted-in-scheme-to-defraud-dc-medicaid-program/
"Optimus Health Care Agreed to Pay $353,000 for Allegedly Violating the Civil Monetary Penalties Law by Retaining Overpayments",2024-08-05,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/optimus-health-care-agreed-to-pay-353000-for-allegedly-violating-the-civil-monetary-penalties-law-by-retaining-overpayments/
Non-Profit Executive Convicted Of Conspiring To Defraud Federal Government And To Obstruct Federal Administrative Proceeding,2024-08-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/non-profit-executive-convicted-of-conspiring-to-defraud-federal-government-and-to-obstruct-federal-administrative-proceeding/
North Haven Counselor Admits Defrauding Medicaid of More Than $1.6 Million,2024-08-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-haven-counselor-admits-defrauding-medicaid-of-more-than-16-million/
Maryland Man Convicted Of Assaulting Law Enforcement And Other Charges For Actions During Jan. 6 Capitol Breach,2024-08-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-convicted-of-assaulting-law-enforcement-and-other-charges-for-actions-during-jan-6-capitol-breach/
Ohio Doctor Sentenced For Conspiring To Accept Kickbacks In Connection With Fraudulent Telemarketing Scheme That Harmed Medicare And TRICARE Patients In Eastern Washington,2024-08-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ohio-doctor-sentenced-for-conspiring-to-accept-kickbacks-in-connection-with-fraudulent-telemarketing-scheme-that-harmed-medicare-and-tricare-patients-in-eastern-washington/
"Owner Of Spokane Valley Medical Supply Company Agrees To Pay $224,620 To Resolve Allegations Of Health Care Fraud",2024-08-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-spokane-valley-medical-supply-company-agrees-to-pay-224620-to-resolve-allegations-of-health-care-fraud/
Tulsa Physician Pays Over $600k to Resolve Allegations of False Claims Act Violations,2024-08-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tulsa-physician-pays-over-600k-to-resolve-allegations-of-false-claims-act-violations/
"Inspira Behavioral Health Agreed to Pay $141,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Cash Payments and Free Office Space",2024-08-13,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/inspira-behavioral-health-agreed-to-pay-141000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-cash-payments-and-free-office-space/
Testing Laboratory Co-Owner Sentenced For $3.8 Million In Fraudulent Billing,2024-08-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/testing-laboratory-co-owner-sentenced-for-38-million-in-fraudulent-billing/
Attorney General Josh Stein Announces Health Care Fraud Sentencing,2024-08-14,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-1/
New Hampshire Couple Indicted For Medicaid Fraud,2024-08-14,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/new-hampshire-couple-indicted-for-medicaid-fraud/
Attorney General Phil Weiser Charges Medicaid Biller For $1.2 Million In False Liquid Nutrition Claims,2024-08-14,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-phil-weiser-charges-medicaid-biller-for-12-million-in-false-liquid-nutrition-claims/
Federal Jury Convicts Felon On Supervised Release Of Using A Fraudulently Obtained Social Security Number And Theft Of Social Security Benefits,2024-08-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-felon-on-supervised-release-of-using-a-fraudulently-obtained-social-security-number-and-theft-of-social-security-benefits/
Elizabethton Man Charged With Abuse Of Vulnerable Adult,2024-08-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/elizabethton-man-charged-with-abuse-of-vulnerable-adult/
Carr's Medicaid Fraud Division Obtains New 15-Count Indictment In Forsyth County,2024-08-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carrs-medicaid-fraud-division-obtains-new-15-count-indictment-in-forsyth-county/
Florida Man Pleads Guilty To Conspiring To Defraud Medicare Of $39.5 Million,2024-08-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-pleads-guilty-to-conspiring-to-defraud-medicare-of-395-million/
Dayton Woman Accused of $1.5 Million Medicaid Scheme Is Arrested in Texas,2024-08-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/dayton-woman-accused-of-15-million-medicaid-scheme-is-arrested-in-texas/
"Lehighton Ambulance Association Agreed to Pay $142,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Transport Services Provided by an Uncertified Individual",2024-08-19,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/lehighton-ambulance-association-agreed-to-pay-142000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-transport-services-provided-by-an-uncertified-individual/
"U.S. Attorney Announces $600,000 False Claims Act Settlement With Medical Practice And Its Owners For Improper Medicare And Medicaid Billing",2024-08-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-600000-false-claims-act-settlement-with-medical-practice-and-its-owners-for-improper-medicare-and-medicaid-billing/
"Provider To Pay $600,000 To Resolve False Claims Act Liability Arising From Billing Of Electro-Acupuncture Device",2024-08-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/provider-to-pay-600000-to-resolve-false-claims-act-liability-arising-from-billing-of-electro-acupuncture-device/
Pair Accused Of Kickback Scheme Involving Lab Testing,2024-08-19,COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pair-accused-of-kickback-scheme-involving-lab-testing/
NIRP And Founder To Pay Nearly $9M To Resolve Alleged Kickback Referral Violations,2024-08-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nirp-and-founder-to-pay-nearly-9m-to-resolve-alleged-kickback-referral-violations/
"Millington Woman Arrested, Charged in TBI Medicaid Fraud Investigation",2024-08-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/millington-woman-arrested-charged-in-tbi-medicaid-fraud-investigation/
Nationwide Home Healthcare And Hospice Provider To Pay $3.85M To Resolve False Claims Act Allegations,2024-08-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nationwide-home-healthcare-and-hospice-provider-to-pay-385m-to-resolve-false-claims-act-allegations/
"Mary Free Bed Medical Group Agreed to Pay $69,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Upcoded Services",2024-08-21,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/mary-free-bed-medical-group-agreed-to-pay-69000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-upcoded-services/
"President Of UMI Learning Center Sentenced To 27 Months In Prison, Ordered To Pay $3.7 Million Back In Stolen Childcare Benefits",2024-08-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/president-of-umi-learning-center-sentenced-to-27-months-in-prison-ordered-to-pay-37-million-back-in-stolen-childcare-benefits/
St. Louis Man Sentenced For Home Health Care Fraud,2024-08-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/st-louis-man-sentenced-for-home-health-care-fraud/
Connecticut Man Admits Role In $7.8 Million Health Care Fraud And Kickback Scheme,2024-08-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-man-admits-role-in-78-million-health-care-fraud-and-kickback-scheme/
Husband And Wife Sentenced For Defrauding An Elderly Victim Out Of Her Home And Obstruction Of Justice,2024-08-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/husband-and-wife-sentenced-for-defrauding-an-elderly-victim-out-of-her-home-and-obstruction-of-justice/
"Oregon DOJ Reaches Plea Deal With Nurse For Criminal Mistreatment, Elder Abuse",2024-08-23,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/oregon-doj-reaches-plea-deal-with-nurse-for-criminal-mistreatment-elder-abuse/
"Camden-Clark Physician Corporation and Parkersburg Cardiology Associates Agreed to Pay $155,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Without Proper Supervision",2024-08-23,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/camden-clark-physician-corporation-and-parkersburg-cardiology-associates-agreed-to-pay-155000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-without-proper-supervision/
"Buffalo Pharmacy Pays More Than $140,000 To Settle Record Keeping And Misbilling Allegations",2024-08-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/buffalo-pharmacy-pays-more-than-140000-to-settle-record-keeping-and-misbilling-allegations/
Texarkana Physician Sentenced To More Than 7 Years In Federal Prison For Prescribing Controlled Substances Without A Legitimate Medical Purpose,2024-08-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texarkana-physician-sentenced-to-more-than-7-years-in-federal-prison-for-prescribing-controlled-substances-without-a-legitimate-medical-purpose/
"United Seating And Mobility, LLC, D/B/A Numotion, Agrees To Pay $13,500,000 To Resolve Alleged False Claims For Custom Wheelchairs",2024-08-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-seating-and-mobility-llc-dba-numotion-agrees-to-pay-13500000-to-resolve-alleged-false-claims-for-custom-wheelchairs/
Suffolk Services Provider Pleads Guilty To Health Care Fraud,2024-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suffolk-services-provider-pleads-guilty-to-healthcare-fraud/
